ID,Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Numchildren,TotalNumPurchases,TotalAcceptedCmp,TotalMnt,Age
3403,1958,3rd_Cycle,In_Relationships,78952.0,2012-09-24,11,1170,19,594,99,76,134,2,2,5,12,6,0,1,21,0,2092,63
22,1976,2nd_Cycle,Single,46310.0,2012-03-12,99,185,2,88,15,5,14,2,6,1,5,8,0,1,14,0,309,45
10965,1955,2nd_Cycle,In_Relationships,76005.0,2013-02-22,72,983,20,389,240,50,40,1,3,5,13,6,0,0,22,1,1722,66
9426,1964,2nd_Cycle,Single,58308.0,2013-12-01,77,691,0,69,10,0,130,4,2,6,3,8,0,1,15,0,900,57
6605,1944,3rd_Cycle,Single,55614.0,2013-11-27,85,504,13,131,8,0,26,1,9,4,6,7,0,0,20,1,682,77
3136,1962,2nd_Cycle,Single,59432.0,2013-04-13,88,317,25,265,25,19,12,3,5,3,11,5,0,1,22,0,663,59
8737,1978,2nd_Cycle,Single,55563.0,2014-05-04,22,29,1,9,2,0,2,1,2,0,3,3,0,1,6,0,43,43
11088,1971,3rd_Cycle,In_Relationships,78642.0,2013-04-21,83,1396,0,322,46,35,17,1,4,9,4,6,0,1,18,0,1816,50
716,1949,3rd_Cycle,In_Relationships,67911.0,2014-05-22,63,529,0,356,63,28,0,3,6,7,11,3,0,1,27,0,976,72
466,1944,2nd_Cycle,In_Relationships,65275.0,2013-03-04,9,388,14,218,91,14,21,1,4,3,13,2,0,0,21,0,746,77
9135,1950,2nd_Cycle,In_Relationships,27203.0,2012-06-08,92,13,2,21,4,0,24,2,1,1,2,8,0,2,6,0,64,71
10623,1961,2nd_Cycle,In_Relationships,48330.0,2013-11-15,2,28,0,4,0,0,0,1,1,0,3,5,0,1,5,0,32,60
8151,1990,1st_Cycle,In_Relationships,24279.0,2012-12-29,6,16,36,21,20,62,108,1,4,1,3,8,0,0,9,0,263,31
5140,1985,3rd_Cycle,In_Relationships,64355.0,2012-08-24,66,1047,0,140,67,38,153,2,4,3,12,8,0,1,21,0,1445,36
10160,1956,2nd_Cycle,In_Relationships,50943.0,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,1,5,0,46,65
4945,1953,2nd_Cycle,Single,53653.0,2012-07-11,29,815,10,239,28,10,108,2,10,4,12,6,0,0,28,0,1210,68
10584,1976,2nd_Cycle,In_Relationships,65665.0,2013-02-12,77,225,162,387,106,36,29,1,5,10,8,3,0,1,24,0,945,45
6071,1989,2nd_Cycle,Single,81217.0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,22,0,1157,32
3386,1992,2nd_Cycle,In_Relationships,34935.0,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7,0,0,8,0,137,29
8939,1959,2nd_Cycle,Single,61250.0,2012-12-16,49,382,138,65,60,26,59,6,5,2,12,5,0,1,25,0,730,62
9925,1981,3rd_Cycle,In_Relationships,39665.0,2013-05-25,97,127,1,56,0,1,31,3,4,2,3,7,0,1,12,1,216,40
4320,1979,2nd_Cycle,Single,60152.0,2013-03-28,6,325,83,300,86,58,91,1,6,4,12,3,0,1,23,0,943,42
5389,1964,2nd_Cycle,In_Relationships,48920.0,2013-10-20,93,238,17,68,8,10,6,3,6,2,5,7,0,2,16,1,347,57
6036,1959,2nd_Cycle,In_Relationships,89120.0,2014-03-17,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,19,1,1924,62
182,1946,3rd_Cycle,In_Relationships,44124.0,2013-11-05,62,284,0,55,0,6,52,4,6,2,5,8,0,1,17,0,397,75
203,1975,2nd_Cycle,Single,81169.0,2013-04-14,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,22,0,2089,46
11025,1961,2nd_Cycle,In_Relationships,36443.0,2013-03-02,9,65,0,46,4,3,20,4,3,1,3,8,0,2,11,0,138,60
10203,1990,2nd_Cycle,Single,26095.0,2013-06-30,77,11,7,9,3,1,11,1,1,0,3,7,0,1,5,0,42,31
4607,1959,2nd_Cycle,In_Relationships,71367.0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,17,0,777,62
3711,1944,2nd_Cycle,In_Relationships,80184.0,2014-01-03,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,20,2,1902,77
3696,1965,2nd_Cycle,Single,30630.0,2014-01-27,67,27,1,12,2,0,10,2,2,0,3,7,0,2,7,0,52,56
2532,1987,2nd_Cycle,Single,73454.0,2014-01-03,95,982,73,351,56,14,175,1,2,4,6,5,0,0,13,1,1651,34
9214,1991,2nd_Cycle,In_Relationships,42691.0,2013-08-16,48,179,2,64,38,17,58,1,5,1,6,5,0,0,13,0,358,30
4943,1953,2nd_Cycle,In_Relationships,70503.0,2012-09-30,73,1379,33,216,0,33,66,1,2,4,9,6,0,0,16,2,1727,68
35,1987,2nd_Cycle,In_Relationships,25545.0,2012-08-09,35,32,1,64,16,12,85,3,2,2,3,6,0,1,10,1,210,34
2258,1986,2nd_Cycle,In_Relationships,32880.0,2012-04-12,76,8,4,15,7,6,2,1,1,0,3,8,0,1,5,0,42,35
4322,1958,3rd_Cycle,In_Relationships,77863.0,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2,0,0,20,0,1291,63
713,1977,2nd_Cycle,In_Relationships,50353.0,2014-08-06,72,141,15,153,67,31,35,1,4,4,6,3,0,0,15,0,442,44
4702,1964,2nd_Cycle,Single,61839.0,2012-12-08,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,17,0,1895,57
3281,1960,3rd_Cycle,In_Relationships,49154.0,2013-03-11,69,206,10,67,30,27,71,6,4,1,8,6,0,2,19,0,411,61
702,1975,2nd_Cycle,Single,47682.0,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5,0,1,19,0,521,46
2004,1969,2nd_Cycle,Single,72679.0,2013-09-18,65,619,54,260,127,54,54,1,4,7,5,1,0,1,17,0,1168,52
4769,1977,2nd_Cycle,In_Relationships,57954.0,2014-06-18,52,456,4,24,0,0,9,7,8,2,6,7,0,2,23,1,493,44
4437,1962,2nd_Cycle,In_Relationships,65316.0,2013-04-24,65,112,6,92,3,9,38,2,3,2,5,4,0,2,12,0,260,59
8724,1982,2nd_Cycle,Single,28567.0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,1,7,0,46,39
10741,1951,2nd_Cycle,In_Relationships,47352.0,2013-11-04,70,172,12,112,8,0,15,4,6,1,5,7,0,1,16,0,319,70
1991,1967,2nd_Cycle,In_Relationships,44931.0,2014-01-18,0,78,0,11,0,0,7,1,2,1,3,5,0,1,7,0,96,54
6931,1967,2nd_Cycle,Single,76982.0,2014-02-15,19,464,151,292,65,60,30,1,8,3,4,4,0,0,16,2,1062,54
11096,1952,2nd_Cycle,In_Relationships,57247.0,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2,0,1,12,0,232,69
304,1981,2nd_Cycle,Single,22944.0,2013-12-23,67,19,3,19,4,5,26,3,3,0,3,7,0,1,9,0,76,40
3665,1977,2nd_Cycle,In_Relationships,25315.0,2013-07-11,46,1,9,8,11,3,22,3,3,0,3,8,0,1,9,0,54,44
10591,1969,2nd_Cycle,Single,43638.0,2012-06-08,37,63,10,83,7,19,19,2,4,1,4,7,0,1,11,0,201,52
5036,1984,3rd_Cycle,Single,42710.0,2012-11-28,38,252,3,42,4,3,102,2,4,5,3,6,0,1,14,0,406,37
5547,1982,3rd_Cycle,In_Relationships,84169.0,2013-07-08,9,1478,19,403,0,19,0,1,7,6,6,3,0,0,20,3,1919,39
7822,1976,2nd_Cycle,In_Relationships,54058.0,2013-04-06,56,198,18,252,32,108,54,2,4,6,8,3,0,1,20,0,662,45
8541,1990,2nd_Cycle,In_Relationships,24683.0,2014-08-03,98,8,4,10,6,7,6,2,2,0,4,5,0,1,8,0,41,31
10955,1964,2nd_Cycle,Single,85620.0,2014-07-01,68,416,46,925,60,107,46,1,3,6,4,1,0,0,14,1,1600,57
4368,1980,2nd_Cycle,In_Relationships,47850.0,2013-03-12,72,42,7,43,20,12,10,1,3,0,4,6,0,1,8,0,134,41
9671,1968,2nd_Cycle,In_Relationships,19514.0,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,0,2,10,2,69,53
2256,1973,2nd_Cycle,In_Relationships,27159.0,2014-03-29,33,17,0,3,0,0,1,2,1,0,3,6,0,2,6,0,21,48
4279,1963,2nd_Cycle,Single,39548.0,2014-03-31,87,15,4,10,3,4,18,2,1,1,3,3,0,2,7,0,54,58
5371,1989,2nd_Cycle,Single,21474.0,2014-08-04,0,6,16,24,11,0,34,2,3,1,2,7,0,1,8,2,91,32
9240,1971,3rd_Cycle,Single,60504.0,2014-07-02,73,458,0,24,6,4,34,2,6,2,8,6,0,1,18,0,526,50
9460,1963,2nd_Cycle,In_Relationships,22419.0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,8,0,162,58
9504,1949,2nd_Cycle,In_Relationships,81698.0,2013-06-11,4,179,28,520,111,123,47,1,3,8,13,1,0,0,25,1,1008,72
8692,1952,2nd_Cycle,In_Relationships,43462.0,2012-12-09,50,90,17,97,15,6,15,6,4,1,5,8,0,2,16,0,240,69
448,1978,3rd_Cycle,Single,54880.0,2013-01-03,57,308,85,137,102,45,118,2,6,2,11,5,0,1,21,0,795,43
8314,1982,2nd_Cycle,In_Relationships,79908.0,2013-05-04,30,557,129,761,29,185,111,1,5,6,7,2,0,0,19,1,1772,39
8420,1970,2nd_Cycle,In_Relationships,15315.0,2013-03-08,27,7,4,13,15,8,17,2,2,0,4,5,0,0,8,0,64,51
3174,1959,2nd_Cycle,In_Relationships,87771.0,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,20,5,1957,62
7685,1978,2nd_Cycle,In_Relationships,33039.0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,1,7,0,78,43
3179,1980,2nd_Cycle,Single,81741.0,2013-06-16,75,249,153,940,58,134,38,0,6,6,7,2,0,0,19,0,1572,41
9780,1971,2nd_Cycle,In_Relationships,71499.0,2013-06-25,12,465,25,132,136,0,37,2,8,3,13,4,0,1,26,0,795,50
10681,1970,2nd_Cycle,In_Relationships,62466.0,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,1,26,0,889,51
10232,1963,3rd_Cycle,Single,48799.0,2013-05-11,9,174,18,81,28,6,24,3,3,2,7,3,0,1,15,0,331,58
4184,1950,3rd_Cycle,In_Relationships,52157.0,2014-07-06,48,189,2,29,3,2,40,2,3,2,5,4,0,1,12,0,265,71
9120,1962,2nd_Cycle,Single,66565.0,2012-05-12,80,747,10,161,65,40,42,4,4,2,9,8,0,1,19,0,1065,59
891,1951,2nd_Cycle,In_Relationships,29298.0,2013-07-09,60,6,0,2,2,0,1,1,1,0,2,5,0,2,4,0,11,70
10381,1979,2nd_Cycle,Single,47691.0,2013-05-07,43,14,0,3,0,0,4,1,1,0,2,6,0,1,4,0,21,42
3525,1970,2nd_Cycle,In_Relationships,38200.0,2012-07-12,19,12,0,4,0,0,1,1,1,0,2,7,0,2,4,0,17,51
6818,1974,2nd_Cycle,In_Relationships,44989.0,2012-12-09,26,98,0,106,49,10,106,5,5,1,5,6,0,1,16,0,369,47
3526,1968,3rd_Cycle,In_Relationships,38443.0,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,2,6,0,38,53
8181,1978,2nd_Cycle,Single,38593.0,2013-09-13,42,51,12,49,17,24,24,3,4,1,3,8,0,1,11,0,177,43
1029,1970,3rd_Cycle,In_Relationships,64413.0,2013-01-08,27,200,5,44,0,10,20,1,5,1,5,5,0,1,12,0,279,51
7369,1981,2nd_Cycle,In_Relationships,36959.0,2013-02-10,56,25,6,25,6,0,0,2,2,0,3,8,0,1,7,0,62,40
2574,1977,3rd_Cycle,In_Relationships,61996.0,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,21,4,1230,44
8159,1968,2nd_Cycle,In_Relationships,51287.0,2014-01-04,10,117,0,22,13,0,30,3,4,1,3,7,0,2,11,0,182,53
1160,1970,2nd_Cycle,In_Relationships,13260.0,2013-08-23,48,9,4,17,10,2,7,4,3,0,3,8,0,2,10,0,49,51
10242,1966,3rd_Cycle,In_Relationships,47472.0,2013-09-16,39,56,0,11,0,0,8,2,2,0,4,5,0,2,8,0,75,55
5253,1956,2nd_Cycle,In_Relationships,54603.0,2013-09-07,85,145,13,46,17,2,4,6,4,2,4,7,0,2,16,0,227,65
5966,1974,3rd_Cycle,In_Relationships,45207.0,2012-10-11,64,203,0,10,0,0,2,5,3,1,6,6,0,2,15,1,215,47
5314,1951,2nd_Cycle,In_Relationships,40689.0,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,1,20,0,444,70
5081,1967,2nd_Cycle,In_Relationships,47821.0,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8,0,2,5,0,47,54
5123,1951,2nd_Cycle,In_Relationships,27450.0,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7,0,0,7,0,143,70
5756,1983,2nd_Cycle,In_Relationships,39453.0,2014-03-04,64,46,0,7,0,0,2,2,2,0,3,6,0,1,7,0,55,38
8036,1971,2nd_Cycle,In_Relationships,26850.0,2014-04-18,10,31,1,13,7,2,9,4,2,1,4,4,0,2,11,0,63,50
9058,1955,2nd_Cycle,Single,79800.0,2012-09-23,65,1060,21,530,32,0,224,1,5,11,5,3,0,0,22,4,1867,66
5057,1961,2nd_Cycle,In_Relationships,61794.0,2013-09-14,74,264,47,188,54,47,11,2,4,4,10,2,0,1,20,0,611,60
254,1955,2nd_Cycle,In_Relationships,53863.0,2014-05-17,4,399,4,30,6,4,30,3,7,1,7,7,0,1,18,1,473,66
4179,1959,2nd_Cycle,In_Relationships,24221.0,2013-08-20,94,8,9,9,2,5,22,1,1,1,3,4,0,0,6,0,55,62
3710,1984,3rd_Cycle,Single,39684.0,2012-12-10,41,19,0,35,6,4,17,2,2,1,2,7,1,1,7,1,81,37
7627,1975,2nd_Cycle,In_Relationships,92163.0,2012-12-12,25,817,183,797,106,163,20,0,5,11,5,2,0,0,21,3,2086,46
4501,1965,2nd_Cycle,Single,69882.0,2013-10-11,94,292,127,635,132,127,165,1,3,7,9,1,0,0,20,0,1478,56
6424,1977,2nd_Cycle,In_Relationships,33178.0,2014-01-30,9,12,6,2,11,2,16,1,1,0,3,4,0,1,5,0,49,44
3075,1972,3rd_Cycle,In_Relationships,59973.0,2013-11-09,47,130,30,168,20,34,0,1,3,4,7,1,0,0,15,0,382,49
4992,1975,2nd_Cycle,In_Relationships,17459.0,2013-09-19,12,6,4,16,3,10,30,3,3,1,2,7,0,1,9,1,69,46
5252,1969,2nd_Cycle,Single,23910.0,2012-10-26,80,16,12,18,7,1,13,1,2,0,3,7,0,1,6,0,67,52
7444,1969,2nd_Cycle,In_Relationships,42169.0,2013-10-19,20,19,0,9,0,0,2,2,1,0,3,8,0,2,6,0,30,52
6919,1978,2nd_Cycle,In_Relationships,26224.0,2013-04-06,39,4,7,15,13,9,15,3,2,1,3,6,0,1,9,0,63,43
3537,1981,2nd_Cycle,In_Relationships,31089.0,2012-08-17,57,31,3,31,2,8,4,3,3,0,4,8,0,1,10,0,79,40
10277,1961,2nd_Cycle,Single,30081.0,2013-02-21,27,36,0,2,0,0,4,1,1,0,3,7,0,1,5,0,42,60
2453,1960,2nd_Cycle,In_Relationships,62807.0,2012-08-31,83,526,28,135,10,21,99,3,5,3,12,5,0,1,23,0,819,61
7972,1955,2nd_Cycle,Single,72906.0,2013-09-17,79,400,32,519,71,75,54,1,3,4,9,1,0,0,17,0,1151,66
895,1948,3rd_Cycle,In_Relationships,61467.0,2012-09-12,69,410,16,114,0,5,49,3,5,2,10,5,0,2,20,0,594,73
1177,1966,2nd_Cycle,In_Relationships,49618.0,2013-01-26,77,80,3,26,4,2,14,4,3,1,3,7,0,2,11,0,129,55
7141,1986,2nd_Cycle,Single,21888.0,2012-12-29,15,88,10,46,2,3,64,4,5,1,2,10,0,1,12,1,213,35
7232,1973,2nd_Cycle,Single,42429.0,2014-11-02,99,55,0,6,2,0,4,2,1,1,3,5,0,1,7,0,67,48
8477,1956,2nd_Cycle,Single,26150.0,2013-11-03,61,5,1,13,3,5,1,1,1,0,3,7,0,3,5,0,28,65
2457,1975,1st_Cycle,In_Relationships,30801.0,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7,0,1,6,0,45,46
988,1965,2nd_Cycle,In_Relationships,81168.0,2014-07-05,84,410,0,592,147,22,22,1,6,4,7,3,0,0,18,1,1193,56
7930,1969,2nd_Cycle,Single,26877.0,2013-08-19,74,101,13,76,20,18,40,2,3,1,6,6,0,0,12,0,268,52
4587,1944,2nd_Cycle,Single,45006.0,2013-07-18,90,162,25,53,16,0,10,1,3,1,7,3,0,0,12,0,266,77
6682,1973,1st_Cycle,In_Relationships,18978.0,2012-11-12,41,2,8,1,4,7,15,1,1,0,3,8,0,1,5,0,37,48
6222,1967,2nd_Cycle,In_Relationships,22574.0,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,3,7,0,37,54
10299,1969,3rd_Cycle,Single,48240.0,2012-09-11,73,389,91,248,64,49,41,3,6,3,13,5,0,0,25,1,882,52
3083,1974,2nd_Cycle,In_Relationships,45837.0,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,7,0,2,18,0,373,47
8953,1965,2nd_Cycle,Single,35791.0,2013-06-05,94,27,0,5,0,0,3,2,1,0,3,8,0,3,6,0,35,56
1503,1976,3rd_Cycle,In_Relationships,162397.0,2013-03-06,31,85,1,16,2,1,2,0,0,0,1,1,0,2,1,0,107,45
8650,1978,2nd_Cycle,Single,54162.0,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4,0,2,5,0,42,43
10862,1960,2nd_Cycle,In_Relationships,30522.0,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2,0,1,17,0,326,61
2782,1961,3rd_Cycle,In_Relationships,54456.0,2013-11-07,23,352,0,27,10,0,15,3,6,1,7,6,0,1,17,0,404,60
6941,1971,2nd_Cycle,Single,31632.0,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7,0,0,6,0,95,50
10972,1949,2nd_Cycle,Single,72298.0,2014-10-03,52,625,35,169,58,17,35,1,4,3,6,1,0,0,14,2,939,72
10708,1978,2nd_Cycle,Single,36975.0,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7,0,1,5,0,33,43
6583,1955,2nd_Cycle,In_Relationships,72635.0,2013-03-06,54,390,22,323,104,35,107,1,6,8,6,3,0,0,21,1,981,66
3641,1976,2nd_Cycle,In_Relationships,13624.0,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6,0,1,7,0,36,45
10156,1975,2nd_Cycle,Single,84196.0,2013-03-06,56,215,63,507,231,31,190,1,8,4,7,3,0,1,20,0,1237,46
4299,1960,2nd_Cycle,In_Relationships,70971.0,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,0,1,34,1,1825,61
3469,1977,3rd_Cycle,Single,34487.0,2012-06-09,94,19,18,33,24,1,8,3,3,0,3,9,0,2,9,0,103,44
5063,1977,2nd_Cycle,Single,28769.0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,0,1,12,0,191,44
10727,1970,3rd_Cycle,In_Relationships,69084.0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,1,25,0,1586,51
9624,1958,3rd_Cycle,In_Relationships,65488.0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,0,14,0,963,63
5156,1970,2nd_Cycle,In_Relationships,62466.0,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,1,26,0,889,51
4376,1960,2nd_Cycle,Single,32218.0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,0,0,7,2,93,61
8923,1973,2nd_Cycle,Single,83917.0,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3,0,0,21,1,1587,48
8461,1962,2nd_Cycle,Single,46102.0,2014-10-03,3,14,0,1,0,0,1,1,1,0,2,7,0,3,4,0,16,59
6945,1952,2nd_Cycle,Single,84574.0,2013-04-06,72,387,20,713,38,54,163,1,9,11,11,5,0,0,32,0,1375,69
944,1962,2nd_Cycle,In_Relationships,56181.0,2013-08-01,6,121,103,69,8,44,48,1,4,2,7,4,0,1,14,0,393,59
1907,1950,2nd_Cycle,Single,63120.0,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,1,26,1,1477,71
701,1971,2nd_Cycle,In_Relationships,73691.0,2013-06-11,58,707,21,250,85,43,73,2,6,2,8,2,0,1,18,1,1179,50
3856,1960,2nd_Cycle,In_Relationships,63381.0,2012-05-10,78,571,50,142,33,50,159,4,4,5,13,2,0,1,26,0,1005,61
4149,1948,3rd_Cycle,In_Relationships,76140.0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,21,0,1348,73
2131,1959,3rd_Cycle,Single,62859.0,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,1,23,0,1307,62
2942,1964,2nd_Cycle,Single,45906.0,2013-07-05,20,305,3,27,4,3,144,2,5,4,4,5,0,1,15,1,486,57
1173,1947,2nd_Cycle,In_Relationships,77632.0,2013-10-03,73,1200,105,758,0,42,147,1,4,2,6,2,0,0,13,3,2252,74
4381,1971,3rd_Cycle,In_Relationships,46463.0,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,2,17,0,235,50
4611,1970,2nd_Cycle,In_Relationships,105471.0,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,30,3,1724,51
3376,1970,2nd_Cycle,Single,55282.0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,1,11,0,235,51
4679,1977,2nd_Cycle,In_Relationships,78710.0,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,1,28,0,1092,44
10928,1958,2nd_Cycle,In_Relationships,66886.0,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,1,17,0,599,63
4248,1960,2nd_Cycle,Single,98777.0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,19,1,2008,61
6728,1985,2nd_Cycle,In_Relationships,29103.0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,1,6,0,48,36
6661,1974,2nd_Cycle,In_Relationships,67445.0,2012-12-08,63,757,80,217,29,80,11,5,9,6,12,6,0,1,32,0,1174,47
4725,1950,3rd_Cycle,In_Relationships,50616.0,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,1,7,0,67,71
3277,1955,2nd_Cycle,Single,49431.0,2012-03-08,9,219,3,100,26,0,17,2,7,1,5,8,0,1,15,0,365,66
5555,1975,2nd_Cycle,Single,153924.0,2014-07-02,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,46
2564,1953,2nd_Cycle,In_Relationships,61278.0,2014-04-01,87,111,3,28,2,6,15,2,3,1,4,6,0,1,10,0,165,68
946,1958,2nd_Cycle,In_Relationships,26490.0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,11,0,210,63
3867,1947,3rd_Cycle,In_Relationships,73059.0,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,1,26,0,1095,74
6940,1966,3rd_Cycle,Single,46734.0,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,0,3,12,1,223,55
55,1963,2nd_Cycle,In_Relationships,56253.0,2012-07-12,83,509,0,65,7,11,5,4,7,2,9,6,0,1,22,0,597,58
7093,1985,2nd_Cycle,In_Relationships,19986.0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,1,4,0,22,36
5084,1975,2nd_Cycle,Single,58330.0,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,1,24,0,1064,46
1777,1980,1st_Cycle,In_Relationships,25965.0,2012-07-09,29,2,2,11,41,7,11,1,2,0,3,8,0,0,6,0,74,41
8162,1956,2nd_Cycle,In_Relationships,14661.0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,5,0,26,65
10826,1959,2nd_Cycle,In_Relationships,18690.0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,5,0,60,62
8754,1974,3rd_Cycle,In_Relationships,45068.0,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,1,4,0,20,47
1987,1987,1st_Cycle,Single,21063.0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,1,7,0,59,34
11007,1968,3rd_Cycle,In_Relationships,29187.0,2013-09-05,43,26,0,6,0,0,2,1,1,0,3,8,0,1,5,0,34,53
7426,1971,2nd_Cycle,In_Relationships,54690.0,2013-07-11,76,111,16,37,7,9,18,3,3,1,5,3,0,2,12,0,198,50
9153,1964,3rd_Cycle,In_Relationships,59304.0,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,1,28,0,1048,57
10379,1962,2nd_Cycle,Single,59247.0,2013-08-11,87,327,9,122,19,14,83,5,5,2,9,6,0,2,21,0,574,59
9204,1970,2nd_Cycle,Single,66731.0,2012-12-09,33,371,159,194,58,106,141,4,4,3,6,3,0,1,17,0,1029,51
3197,1980,2nd_Cycle,In_Relationships,77353.0,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,1,20,0,670,41
2920,1975,3rd_Cycle,Single,52614.0,2012-01-12,63,789,0,142,12,9,38,2,2,4,8,8,0,1,16,0,990,46
6961,1974,2nd_Cycle,In_Relationships,26751.0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,2,4,0,11,47
4673,1963,3rd_Cycle,In_Relationships,81300.0,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,1,21,2,1241,58
9937,1979,2nd_Cycle,Single,70337.0,2014-02-01,75,187,81,149,25,43,91,1,2,2,12,1,0,0,17,0,576,42
8779,1985,2nd_Cycle,In_Relationships,36145.0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,0,1,12,2,172,36
9596,1980,3rd_Cycle,Single,65295.0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,20,0,664,41
2891,1963,2nd_Cycle,Single,68118.0,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,1,23,0,928,58
4910,1967,2nd_Cycle,Single,68743.0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,30,0,2074,54
75,1982,2nd_Cycle,In_Relationships,41039.0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,0,0,15,0,467,39
10120,1955,2nd_Cycle,In_Relationships,38946.0,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,1,12,0,257,66
6327,1967,2nd_Cycle,In_Relationships,65777.0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,17,0,1146,54
10142,1976,3rd_Cycle,Single,66476.0,2013-07-03,99,372,18,126,47,48,78,2,5,2,11,4,0,1,20,0,689,45
9826,1972,3rd_Cycle,Single,86857.0,2012-12-09,96,899,102,838,133,102,40,1,5,6,10,2,0,0,22,1,2114,49
1501,1982,3rd_Cycle,In_Relationships,160803.0,2012-04-08,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,44,0,1717,39
10767,1989,3rd_Cycle,In_Relationships,77845.0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,0,0,21,2,1346,32
7279,1969,3rd_Cycle,In_Relationships,69476.0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,0,15,0,1044,52
7230,1960,3rd_Cycle,Single,50611.0,2012-04-10,98,459,0,24,6,0,4,6,4,5,7,6,0,1,22,2,493,61
